D:\marjan\data\procon\with_context_aaai\abortion\quotes/con_quote1.txt,0,"The debate over whether or not abortion should be a legal option continues to divide Americans long after the US Supreme Court's 7-2 decision on Roe v. Wade  declared the procedure a ""fundamental right"" on Jan. 22, 1973. Proponents, identifying themselves as pro-choice, contend that choosing abortion is a right that should not be limited by governmental or religious authority, and which outweighs any right claimed for an embryo or fetus. They say that pregnant women will resort to unsafe illegal abortions if there is no legal option. Opponents, identifying themselves as pro-life, contend that individual human life begins at fertilization, and therefore abortion is the immoral killing of an innocent human being. They say abortion inflicts suffering on the unborn child, and that it is unfair to allow abortion when couples who cannot biologically conceive are waiting to adopt.",Should Abortion Be Legal?,"But I am tired of the damaging and erroneous idea that abortion is a positive thing for women. I have met so many women that profoundly grieve having been involved in an abortion. I've talked to a dad who lost his daughter to legal abortion. There is study after study showing the negative consequences of abortionbe it emotionally or physically. Because of the cause of 'reproductive rights,' approximately 30 million females are missing in the United States today  future Olympic athletes, scientists, doctors, artists, teachers, sisters, mothers, daughters, lawmakers, and maybe even a President. Women deserve the truth about this issue. Abortion is profoundly anti-woman. Choosing life is empowering, not taking the life of your precious little one."
D:\marjan\data\procon\with_context_aaai\abortion\quotes/con_quote10.txt,0,"The debate over whether or not abortion should be a legal option continues to divide Americans long after the US Supreme Court's 7-2 decision on Roe v. Wade  declared the procedure a ""fundamental right"" on Jan. 22, 1973. Proponents, identifying themselves as pro-choice, contend that choosing abortion is a right that should not be limited by governmental or religious authority, and which outweighs any right claimed for an embryo or fetus. They say that pregnant women will resort to unsafe illegal abortions if there is no legal option. Opponents, identifying themselves as pro-life, contend that individual human life begins at fertilization, and therefore abortion is the immoral killing of an innocent human being. They say abortion inflicts suffering on the unborn child, and that it is unfair to allow abortion when couples who cannot biologically conceive are waiting to adopt.",Should Abortion Be Legal?,"The Pro-Life Action League opposes abortion because abortion kills an innocent unborn child, a human person at one of those early stages of human development through which each one of us passes before birth. We fully appreciate the many pressures and crises which may lead some parents to believe they have no choice but to abort their child. That is why we work to offer abortion-bound mothers and fathers the help they need to overcome their difficult situations and choose life when faced with an untimely pregnancy. However, killing an unborn child is inherently wrong, and therefore can never be justified regardless of circumstances. It is no more just to kill an unborn child in order to avoid hardship than it would be to kill a toddler to avoid hardship. Because the unborn child is unseen, it is easier for society to condone killing him or her, though this is morally indistinguishable from killing any child at any stage of development. In addition, abortion does not solve the deeper problems that have contributed to having an untimely pregnancyproblems such as low self-esteem, sexual exploitation, unchaste sexual behavior, poverty, lack of education and absence of moral guidance. In fact, the negative effects of abortion can actually compound these problems. Finally, a society which allows the killing of its most vulnerable members, in the very place in all the world which should be for them to be safest and most nurturedtheir own mothers' wombsis incapable of cherishing and nurturing human life or valuing childhood and motherhood."
D:\marjan\data\procon\with_context_aaai\abortion\quotes/con_quote11.txt,0,"The debate over whether or not abortion should be a legal option continues to divide Americans long after the US Supreme Court's 7-2 decision on Roe v. Wade  declared the procedure a ""fundamental right"" on Jan. 22, 1973. Proponents, identifying themselves as pro-choice, contend that choosing abortion is a right that should not be limited by governmental or religious authority, and which outweighs any right claimed for an embryo or fetus. They say that pregnant women will resort to unsafe illegal abortions if there is no legal option. Opponents, identifying themselves as pro-life, contend that individual human life begins at fertilization, and therefore abortion is the immoral killing of an innocent human being. They say abortion inflicts suffering on the unborn child, and that it is unfair to allow abortion when couples who cannot biologically conceive are waiting to adopt.",Should Abortion Be Legal?,"The Republican Party (GOP) stated in its document titled ""2012 Republican Platform: We Believe in America,"" published on its website GOP.com in Aug. 2012: ""Faithful to the 'self-evident' truths enshrined in the Declaration of Independence, we assert the sanctity of human life and affirm that the unborn child has a fundamental individual right to life which cannot be infringed. We support a human life amendment to the Constitution and endorse legislation to make clear that the Fourteenth Amendment's protections apply to unborn children. We oppose using public revenues to promote or perform abortion or fund organizations which perform or advocate it and will not fund or subsidize health car which includes abortion coverage. We support the appointment of judges who respect traditional family values and the sanctity of innocent human life."" Aug. 2012 - Republican Party (GOP)"
D:\marjan\data\procon\with_context_aaai\abortion\quotes/con_quote12.txt,0,"The debate over whether or not abortion should be a legal option continues to divide Americans long after the US Supreme Court's 7-2 decision on Roe v. Wade  declared the procedure a ""fundamental right"" on Jan. 22, 1973. Proponents, identifying themselves as pro-choice, contend that choosing abortion is a right that should not be limited by governmental or religious authority, and which outweighs any right claimed for an embryo or fetus. They say that pregnant women will resort to unsafe illegal abortions if there is no legal option. Opponents, identifying themselves as pro-life, contend that individual human life begins at fertilization, and therefore abortion is the immoral killing of an innocent human being. They say abortion inflicts suffering on the unborn child, and that it is unfair to allow abortion when couples who cannot biologically conceive are waiting to adopt.",Should Abortion Be Legal?,"Few things touch on the sanctity of human life more than the practice of abortion. A pregnancy should not simply be 'terminated,' as if it were something impersonal and problematic and it cannot be without physical and emotional consequences. A child in the womb is a distinct, developing, wholly human being, and each time a mother decides or a father pressures to end such a life it is a profound tragedy. Abortion harms the mother as well, and deprives society of the gifts of the unborn. Nevertheless, our laws rarely recognize this, and so FRC uses various media to present the intrinsic dignity of unborn human life and the costs of abortion to the public, to lawmakers, and to the courts. The Roe v. Wade decision of the U.S. Supreme Court, declaring abortion to be a constitutional 'right,' was without foundation in the text of the constitution and thus was wrongly decided, and we look forward to the day when this grave error will be corrected."
D:\marjan\data\procon\with_context_aaai\abortion\quotes/con_quote13.txt,0,"The debate over whether or not abortion should be a legal option continues to divide Americans long after the US Supreme Court's 7-2 decision on Roe v. Wade  declared the procedure a ""fundamental right"" on Jan. 22, 1973. Proponents, identifying themselves as pro-choice, contend that choosing abortion is a right that should not be limited by governmental or religious authority, and which outweighs any right claimed for an embryo or fetus. They say that pregnant women will resort to unsafe illegal abortions if there is no legal option. Opponents, identifying themselves as pro-life, contend that individual human life begins at fertilization, and therefore abortion is the immoral killing of an innocent human being. They say abortion inflicts suffering on the unborn child, and that it is unfair to allow abortion when couples who cannot biologically conceive are waiting to adopt.",Should Abortion Be Legal?,"The social experiment in abortion on demand, imposed by the judiciary in 1973, has disastrously failed by ending the lives of more than 30 million children while damaging the physical and emotional health of millions of women... Abortion is a violent deception that results in two victims: the child whose life is destroyed, and the woman who suffers devastating physical and psychological harm... Unfortunately, the Roe v. Wade decision and its progeny have created a cultural ethic that views destruction of innocent human life as an acceptable solution to personal, economic, or social problems. Rather than respecting the dignity of each individual human life and seeking humane and creative solutions to our personal and social problems, Roe v. Wade has deceived our society into believing that the quick-fix solution of death is an acceptable solution."
D:\marjan\data\procon\with_context_aaai\abortion\quotes/con_quote14.txt,0,"The debate over whether or not abortion should be a legal option continues to divide Americans long after the US Supreme Court's 7-2 decision on Roe v. Wade  declared the procedure a ""fundamental right"" on Jan. 22, 1973. Proponents, identifying themselves as pro-choice, contend that choosing abortion is a right that should not be limited by governmental or religious authority, and which outweighs any right claimed for an embryo or fetus. They say that pregnant women will resort to unsafe illegal abortions if there is no legal option. Opponents, identifying themselves as pro-life, contend that individual human life begins at fertilization, and therefore abortion is the immoral killing of an innocent human being. They say abortion inflicts suffering on the unborn child, and that it is unfair to allow abortion when couples who cannot biologically conceive are waiting to adopt.",Should Abortion Be Legal?,"Our nation's declaration of independence promises that all people have an unalienable right to life. It states, that this right comes from our creator. And that government exists to secure the rights of its citizens. For the past eight years my administration has proudly stood with you to ensure that our nation lives up to this noble promise. Working together, we promoted adoption, abstinence education and crisis pregnancy programs. We have fought to ensure that US tax dollars were not used to perform or promote abortions overseas. We have worked to secure legislation that allows prosecutors to charge those who harm or kill a pregnant woman, with harming or killing her unborn child as well. Weve extended legal protection to children who were born despite abortion attempts, and weve enacted a ban on the grisly practice of partial-birth abortion. We defended this good law all the way to the Supreme Court, and we prevailed... For eight years we have stood together to defend the principle that every human life has value. I thank all of you for your support, and I join you in looking forward to the day when every child is welcomed in life, and protected in law."
D:\marjan\data\procon\with_context_aaai\abortion\quotes/con_quote15.txt,0,"The debate over whether or not abortion should be a legal option continues to divide Americans long after the US Supreme Court's 7-2 decision on Roe v. Wade  declared the procedure a ""fundamental right"" on Jan. 22, 1973. Proponents, identifying themselves as pro-choice, contend that choosing abortion is a right that should not be limited by governmental or religious authority, and which outweighs any right claimed for an embryo or fetus. They say that pregnant women will resort to unsafe illegal abortions if there is no legal option. Opponents, identifying themselves as pro-life, contend that individual human life begins at fertilization, and therefore abortion is the immoral killing of an innocent human being. They say abortion inflicts suffering on the unborn child, and that it is unfair to allow abortion when couples who cannot biologically conceive are waiting to adopt.",Should Abortion Be Legal?,"While there are many things that society can and should do to ensure that women are never denied basic rights or opportunities on account of their sex or reproductive status, to claim that these rights require the death of the innocent is to undermine the very foundations of justice itself... We believe in freedom, but absolute freedom, to do whatever one wishes without limits, cannot exist. If people are 'free to choose,' to harm or kill one another for any reason whatsoever, all live in fear, not freedom... Society as a whole has something at stake when one human being claims the right to kill another or to decide who is worthy of life."
D:\marjan\data\procon\with_context_aaai\abortion\quotes/con_quote16.txt,0,"The debate over whether or not abortion should be a legal option continues to divide Americans long after the US Supreme Court's 7-2 decision on Roe v. Wade  declared the procedure a ""fundamental right"" on Jan. 22, 1973. Proponents, identifying themselves as pro-choice, contend that choosing abortion is a right that should not be limited by governmental or religious authority, and which outweighs any right claimed for an embryo or fetus. They say that pregnant women will resort to unsafe illegal abortions if there is no legal option. Opponents, identifying themselves as pro-life, contend that individual human life begins at fertilization, and therefore abortion is the immoral killing of an innocent human being. They say abortion inflicts suffering on the unborn child, and that it is unfair to allow abortion when couples who cannot biologically conceive are waiting to adopt.",Should Abortion Be Legal?,"The moral issue of abortion is more than a question of the freedom of a woman to control the reproductive functions of her own body. It is rather a question of those circumstances under which a human being may be permitted to take the life of another. We believe that all life is a gift of God, so that neither the life of the unborn child nor the mother may be lightly taken. We believe that God Himself, in Scripture, has told us what our attitude should be towards the unborn. Several times it is specifically stated that He conferred divine blessing upon unborn infants. He also provided penalties for actions which result in the death of the unborn. Therefore, we deplore in the strongest possible terms the decision of the U. S. Supreme Court which has made it legal to terminate a pregnancy for no better reason than personal convenience or sociological considerations. We reaffirm our conviction that abortion on demand for social adjustment or to solve economic problems is morally wrong..."
D:\marjan\data\procon\with_context_aaai\abortion\quotes/con_quote17.txt,0,"The debate over whether or not abortion should be a legal option continues to divide Americans long after the US Supreme Court's 7-2 decision on Roe v. Wade  declared the procedure a ""fundamental right"" on Jan. 22, 1973. Proponents, identifying themselves as pro-choice, contend that choosing abortion is a right that should not be limited by governmental or religious authority, and which outweighs any right claimed for an embryo or fetus. They say that pregnant women will resort to unsafe illegal abortions if there is no legal option. Opponents, identifying themselves as pro-life, contend that individual human life begins at fertilization, and therefore abortion is the immoral killing of an innocent human being. They say abortion inflicts suffering on the unborn child, and that it is unfair to allow abortion when couples who cannot biologically conceive are waiting to adopt.",Should Abortion Be Legal?,"America needs no words from me to see how your decision in Roe v. Wade has deformed a great nation. The so-called right to abortion has pitted mothers against their children and women against men. It has sown violence and discord at the heart of the most intimate human relationships. It has aggravated the derogation of the father's role in an increasingly fatherless society. It has portrayed the greatest of gifts - a child - as a competitor, an intrusion, and an inconvenience. It has nominally accorded mothers unfettered dominion over the independent lives of their physically-dependent sons and daughters. And, in granting this unconscionable power, it has exposed many women to unjust and selfish demands from their husbands or other sexual partners. Human rights are not a privilege conferred by government. They are every human being's entitlement by virtue of his humanity. The right to life does not depend, and must not be declared to be contingent, on the pleasure of anyone else, not even a parent or a sovereign."
D:\marjan\data\procon\with_context_aaai\abortion\quotes/con_quote18.txt,0,"The debate over whether or not abortion should be a legal option continues to divide Americans long after the US Supreme Court's 7-2 decision on Roe v. Wade  declared the procedure a ""fundamental right"" on Jan. 22, 1973. Proponents, identifying themselves as pro-choice, contend that choosing abortion is a right that should not be limited by governmental or religious authority, and which outweighs any right claimed for an embryo or fetus. They say that pregnant women will resort to unsafe illegal abortions if there is no legal option. Opponents, identifying themselves as pro-life, contend that individual human life begins at fertilization, and therefore abortion is the immoral killing of an innocent human being. They say abortion inflicts suffering on the unborn child, and that it is unfair to allow abortion when couples who cannot biologically conceive are waiting to adopt.",Should Abortion Be Legal?,"The Church of Jesus Christ of Latter-Day Saints (Mormon Church) stated in its article ""Abortion,"" published on its website LDS.org (accessed Apr. 29, 2014): ""Human life is a sacred gift from God. Elective abortion for personal or social convenience is contrary to the will and the commandments of God. Church members who submit to, perform, encourage, pay for, or arrange for such abortions may lose their membership in the Mormon Church."" Apr. 29, 2014 - Church of Jesus Christ of Latter-Day Saints (Mormon Church)"
